#"Step","Potential Energy (kJ/mole)","Temperature (K)"
2265000,-3693.5153465270996,578.5765600506892
2280000,-3584.033534049988,601.3789300423491
2295000,-3678.0190782546997,561.2802844193968
2310000,-3849.330768585205,555.5403462348863
2325000,-3715.320405960083,577.3903081208695
2340000,-3649.654547691345,546.6877624293737
2355000,-3604.208749771118,633.4072297151229
2370000,-3712.0960540771484,606.6484373897724
2385000,-3591.5837812423706,521.3724317961062
2400000,-3688.553635597229,516.7149153596891
2415000,-3753.592670440674,579.3482951212164
2430000,-3739.2745780944824,532.4739004261149
2445000,-3733.067766189575,517.105438344063
2460000,-3807.453161239624,501.79340124141333
2475000,-3581.212673187256,575.1669228899852
2490000,-3823.739585876465,558.7172117986378
2505000,-3691.773588180542,562.9880164701877
2520000,-3689.7394523620605,512.5128692655938
2535000,-3713.227210044861,499.8283673227792
2550000,-3852.6670055389404,580.0262400421838
2565000,-3623.2174186706543,536.8247420898148
2580000,-3750.2201042175293,502.6033179228434
2595000,-3769.45005607605,527.2998492621351
2610000,-3777.675994873047,512.4786117614372
2625000,-3713.6901693344116,553.0946718639597
2640000,-3606.6071968078613,584.2991754328282
2655000,-3806.9359703063965,552.9233811244021
2670000,-3584.174774169922,540.8918016644552
2685000,-3738.102684020996,513.240651646067
2700000,-3792.2776947021484,530.2280986289816
2715000,-3805.396905899048,488.70910873561127
2730000,-3723.1969470977783,509.40127076958754
2745000,-3765.451951980591,496.49335471538893
2760000,-3779.3519382476807,563.9387296268781
2775000,-3857.058349609375,568.6081095881174
2790000,-3725.3338747024536,539.9294851242
2805000,-3770.768804550171,558.8865609841042
2820000,-3739.081721305847,534.769021417686
2835000,-3776.0426063537598,481.6033985993288
2850000,-3743.2201385498047,472.56198693572236
2865000,-3947.1471214294434,514.4315897061819
2880000,-3862.8098945617676,501.36503695804714
2895000,-3735.4999618530273,506.69752430690284
2910000,-3801.2498664855957,467.53109231681
2925000,-3828.5839195251465,468.77259783219824
2940000,-3881.022039413452,571.9711384167038
2955000,-3908.12486076355,519.3254787593985
2970000,-3810.447998046875,482.5635815036794
2985000,-3897.3640518188477,515.7952676070948
3000000,-3888.5333557128906,457.6018701118912
3015000,-3857.44779586792,521.663286297384
3030000,-3836.241035461426,505.2206822886307
3045000,-3882.1489639282227,456.020690393482
3060000,-3909.843349456787,454.7611357671814
3075000,-3874.442373275757,492.8338860714241
3090000,-3848.368907928467,466.30819356005014
3105000,-3831.586606502533,454.6007756808727
3120000,-3950.9264755249023,492.51672633631097
3135000,-3827.987630844116,487.1012928029633
3150000,-4012.365659713745,465.12792502442244
3165000,-4039.876251220703,502.7903998357225
3180000,-3879.405647277832,474.1303492834724
3195000,-3900.3704557418823,443.60299924315666
3210000,-3997.988452911377,498.56864874792586
3225000,-3945.742027282715,453.04765141777386
3240000,-3835.058376312256,500.3125619513095
3255000,-3830.104248046875,476.01081763963316
3270000,-3845.0860481262207,469.41903862297784
3285000,-3851.550262451172,460.87923662806435
3300000,-3807.140640258789,480.68425047490484
3315000,-3898.89847946167,461.13645909730343
3330000,-4050.143135070801,496.36656866116016
3345000,-3825.64776802063,455.1249818847872
3360000,-4071.8125071525574,476.2067584041475
3375000,-3887.376808166504,488.06489926204256
3390000,-3995.2672729492188,451.2210497195337
3405000,-4050.7105255126953,508.1774816218906
3420000,-3969.673357963562,482.73147338101074
3435000,-3900.839975833893,465.65129702230956
3450000,-3996.0826568603516,452.1055402553208
3465000,-3935.4974060058594,477.3767274861687
3480000,-3953.1536808013916,465.8082310075978
3495000,-3993.016815185547,407.9946213709879
3510000,-3996.9407711029053,501.4628526596013
3525000,-3906.4416370391846,390.6135812498009
3540000,-3892.445281982422,452.9410892068601
3555000,-3999.197826385498,450.92756274255197
3570000,-4008.345209121704,437.98255675439356
3585000,-3965.1609811782837,441.22804199211276
3600000,-3917.5506744384766,418.1773348689772
3615000,-4049.039691925049,402.56075704247115
3630000,-4045.054983139038,457.0683518214868
3645000,-3913.3761100769043,443.819388363744
3660000,-3977.5645904541016,436.67776377282803
3675000,-3982.300468444824,503.1591643333955
3690000,-4019.730010986328,419.11117038040726
3705000,-4054.486515045166,414.066954022645
3720000,-3997.226366043091,457.2478755388269
3735000,-4024.2140579223633,477.80048300733927
3750000,-4017.467185974121,416.51875509992635
3765000,-4035.7829513549805,443.1218434736183
3780000,-4075.97664642334,442.69387887891446
3795000,-4173.344400405884,400.0101519220728
3810000,-4081.9226207733154,418.00190305167314
3825000,-4070.040050506592,426.9070390841424
3840000,-4071.390893936157,444.5241737882745
3855000,-4073.1207122802734,370.0562319981933
3870000,-4053.8400077819824,424.0234656244316
3885000,-4101.15299987793,408.68284295298474
3900000,-4078.8557929992676,392.3091616448881
3915000,-4053.378963470459,395.32426363235976
3930000,-4100.766979217529,392.9009281510896
3945000,-4071.1545219421387,411.4200526644656
3960000,-4004.7686557769775,415.6695796396178
3975000,-4142.355668067932,415.34708309543413
3990000,-4107.300477981567,399.12202328035
4005000,-4178.621597290039,387.6136320592602
4020000,-4200.128103256226,435.8442104579665
4035000,-4202.314594268799,500.22700101069364
4050000,-4219.759414672852,401.7142400724818
4065000,-4155.392915725708,426.60998505980507
4080000,-4078.638198852539,385.89402537300026
4095000,-4120.691819190979,360.1033382658508
4110000,-4118.413368225098,329.40917856469304
4125000,-4157.405055999756,430.50966017361213
4140000,-4149.084533691406,354.4599983093391
4155000,-4218.4681396484375,403.05810141109896
4170000,-4114.999216079712,413.9169887191935
4185000,-4184.8206424713135,434.19037931925095
4200000,-4146.057113647461,401.05825892504157
4215000,-4131.035118103027,371.43153919608767
4230000,-4185.793964385986,399.28286054828686
4245000,-4089.4390811920166,367.6135305144474
4260000,-4140.739607810974,353.2825570586991
4275000,-4250.356502532959,377.361098163778
4290000,-4190.056137084961,370.7703307725662
4305000,-4163.594478607178,347.95318183185555
4320000,-4234.629692077637,373.55614309318764
4335000,-4133.287742614746,376.40067621321884
4350000,-4124.047065734863,390.22304438487174
4365000,-4269.87215423584,354.61213770862025
4380000,-4245.769418716431,352.3701405906145
4395000,-4206.2011070251465,358.9705609531424
4410000,-4270.954870223999,361.6203100809013
4425000,-4173.067600250244,349.6240007723357
4440000,-4200.816530227661,317.9948744234419
4455000,-4267.13916015625,389.5503757152986
4470000,-4127.995532989502,371.0050097641247
4485000,-4286.374271392822,383.60296588020924
4500000,-4201.440277099609,355.12115889848246
4515000,-4192.064477920532,338.8689925070234
4530000,-4316.74153137207,356.64033814619944
4545000,-4272.026597976685,319.13870931725495
4560000,-4233.788925170898,357.7181721471665
4575000,-4277.779113769531,364.8228686993195
4590000,-4293.305366516113,362.3870334462954
4605000,-4251.280824661255,342.9528249829223
4620000,-4296.931678771973,355.9112698556796
4635000,-4336.052223205566,314.03466385542566
4650000,-4242.861738204956,312.21189121950624
4665000,-4236.560493469238,331.3266384569545
4680000,-4304.269515991211,332.4006006725771
4695000,-4264.833782196045,313.9679845799242
4710000,-4278.696960449219,318.2911204382598
4725000,-4335.600887298584,325.98378212113715
4740000,-4274.774208068848,312.9759490037295
4755000,-4206.597099304199,325.9259732467857
4770000,-4313.464113235474,334.8547947810876
4785000,-4274.83257484436,328.2128751811192
4800000,-4293.768405914307,304.60999651055965
4815000,-4283.8511962890625,348.69349527858117
4830000,-4399.689376831055,313.63777081590814
4845000,-4251.312644958496,320.7020241896736
4860000,-4327.451629638672,305.9499007385706
4875000,-4310.792667388916,316.0605036421208
4890000,-4361.158535003662,326.24154757895946
4905000,-4376.768814086914,301.63513251768455
4920000,-4314.073369979858,336.7348520057788
4935000,-4406.972610473633,292.4666449893947
4950000,-4335.655380249023,297.61279363227214
4965000,-4320.519170761108,307.9773007395023
4980000,-4398.658779144287,322.69940536470557
4995000,-4320.775321960449,301.9128838205103
5010000,-4419.042179107666,309.9735746717501
5025000,-4296.886753082275,288.8094212616348
5040000,-4448.030471801758,314.2115257502319
5055000,-4399.478479385376,311.03967528544536
5070000,-4342.719129562378,299.2524835668554
5085000,-4365.834678649902,291.99799363165585
5100000,-4358.212102890015,284.27221220944784
5115000,-4344.161926269531,272.8193353550218
5130000,-4375.210155487061,275.7155626285762
5145000,-4435.964786529541,287.3564027982859
5160000,-4300.003273963928,268.62285100224017
5175000,-4384.533950805664,270.86219941029907
5190000,-4467.863838195801,287.4011467175307
5205000,-4385.076881408691,280.7838519138264
5220000,-4432.707595825195,264.33645043979755
5235000,-4341.394185066223,276.5518233535737
5250000,-4418.286159515381,265.4511299698772
5265000,-4435.063449859619,273.82689174567224
5280000,-4408.390871047974,259.65300967848884
5295000,-4444.415809631348,269.78277716629776
5310000,-4369.193862915039,264.62277276840166
5325000,-4460.544075012207,278.3163950833096
5340000,-4484.875991821289,273.5278636147995
5355000,-4377.489479064941,263.3624902878302
5370000,-4440.995170593262,293.13798710292093
5385000,-4400.2083950042725,262.8504773290536
5400000,-4484.732856750488,272.8255966280058
5415000,-4470.459045410156,276.1115346335131
5430000,-4451.260932922363,255.11632619645326
5445000,-4351.9110107421875,253.62449190373437
5460000,-4479.462631225586,255.20096076343674
5475000,-4518.210155487061,252.24319614724573
5490000,-4515.063774108887,277.4376499138185
5505000,-4476.984710693359,230.2074600943112
5520000,-4488.230400085449,242.41066638312537
5535000,-4539.62024307251,248.75654011416307
5550000,-4491.104658126831,246.81354522667124
5565000,-4507.205414772034,222.04456922597404
5580000,-4468.416564941406,255.4779905973083
5595000,-4536.188438415527,249.78500497256562
5610000,-4477.393165588379,245.76954747524883
5625000,-4537.749954223633,244.70134882231986
5640000,-4508.8540687561035,230.9469236753144
5655000,-4495.81485748291,225.46461148326696
5670000,-4505.26859664917,231.84515611749256
5685000,-4467.840606689453,272.44319695131725
5700000,-4501.166175842285,228.81061484983502
5715000,-4521.2975215911865,239.28892108207893
5730000,-4585.411727905273,242.31673597368837
5745000,-4553.178104400635,245.61006462566814
5760000,-4590.623352050781,192.55363669612203
5775000,-4539.094512939453,217.73886786897927
5790000,-4599.589981079102,206.94409318967254
5805000,-4498.894226074219,214.88081226701587
5820000,-4536.7636642456055,186.46255652180187
5835000,-4607.94905090332,219.60912006792296
5850000,-4555.5844802856445,218.3386512674522
5865000,-4586.006160736084,227.8133555068716
5880000,-4577.482791900635,213.4755912179813
5895000,-4615.569805145264,212.56703668305022
5910000,-4652.205436706543,219.80619839160133
5925000,-4639.969669342041,206.24535230053573
5940000,-4644.021984100342,206.18036538284235
5955000,-4578.835788726807,207.1098295158506
5970000,-4601.012825012207,220.88551299600982
5985000,-4604.312461853027,206.10782580922304
6000000,-4643.415132522583,202.26085885510443
