(72, 92)
(72, 95)
(72, 98)
(72, 101)
(72, 104)
(72, 107)
(72, 110)
(72, 113)
(72, 116)
(72, 119)
(72, 122)
(72, 125)
(72, 128)
(75, 89)
(75, 92)
(75, 95)
(75, 98)
(75, 101)
(75, 104)
(75, 107)
(75, 110)
(75, 113)
(75, 116)
(75, 119)
(75, 122)
(75, 125)
(75, 128)
(78, 95)
(78, 98)
(78, 101)
(78, 104)
(78, 107)
(78, 110)
(78, 113)
(78, 116)
(78, 119)
(78, 122)
(78, 125)
(78, 128)
(78, 131)
(78, 134)
(83, 101)
(83, 104)
(83, 107)
(83, 110)
(83, 113)
(83, 116)
(83, 119)
(83, 122)
(83, 125)
(83, 128)
(83, 131)
(83, 134)
(83, 137)
(83, 140)
(86, 101)
(86, 104)
(86, 107)
(86, 110)
(86, 113)
(86, 116)
(86, 119)
(86, 122)
(86, 125)
(86, 128)
(86, 131)
(86, 134)
(86, 137)
(86, 140)
(89, 107)
(89, 110)
(89, 113)
(89, 116)
(89, 119)
(89, 122)
(89, 125)
(89, 128)
(89, 131)
(89, 134)
(89, 137)
(89, 140)
(89, 143)
(92, 107)
(92, 110)
(92, 113)
(92, 116)
(92, 119)
(92, 122)
(92, 125)
(92, 128)
(92, 131)
(92, 134)
(92, 137)
(92, 140)
(92, 143)
(95, 113)
(95, 116)
(95, 119)
(95, 122)
(95, 125)
(95, 128)
(95, 131)
(95, 134)
(95, 137)
(95, 140)
(95, 143)
(95, 148)
(95, 151)
(98, 113)
(98, 116)
(98, 119)
(98, 122)
(98, 125)
(98, 128)
(98, 131)
(98, 134)
(98, 137)
(98, 140)
(98, 143)
(98, 148)
(98, 151)
(101, 119)
(101, 122)
(101, 125)
(101, 128)
(101, 131)
(101, 134)
(101, 137)
(101, 140)
(101, 143)
(101, 148)
(101, 151)
(101, 154)
(101, 157)
(104, 119)
(104, 122)
(104, 125)
(104, 128)
(104, 131)
(104, 134)
(104, 137)
(104, 140)
(104, 143)
(104, 148)
(104, 151)
(104, 154)
(104, 157)
(107, 125)
(107, 128)
(107, 131)
(107, 134)
(107, 137)
(107, 140)
(107, 143)
(107, 148)
(107, 151)
(107, 154)
(107, 157)
(107, 160)
(107, 163)
(110, 125)
(110, 128)
(110, 131)
(110, 134)
(110, 137)
(110, 140)
(110, 143)
(110, 148)
(110, 151)
(110, 154)
(110, 157)
(110, 160)
(110, 163)
(113, 131)
(113, 134)
(113, 137)
(113, 140)
(113, 143)
(113, 148)
(113, 151)
(113, 154)
(113, 157)
(113, 160)
(113, 163)
(113, 166)
(113, 169)
(116, 131)
(116, 134)
(116, 137)
(116, 140)
(116, 143)
(116, 148)
(116, 151)
(116, 154)
(116, 157)
(116, 160)
(116, 163)
(116, 166)
(116, 169)
(119, 137)
(119, 140)
(119, 143)
(119, 148)
(119, 151)
(119, 154)
(119, 157)
(119, 160)
(119, 163)
(119, 166)
(119, 169)
(119, 172)
(119, 175)
(122, 137)
(122, 140)
(122, 143)
(122, 148)
(122, 151)
(122, 154)
(122, 157)
(122, 160)
(122, 163)
(122, 166)
(122, 169)
(122, 172)
(122, 175)
(125, 143)
(125, 148)
(125, 151)
(125, 154)
(125, 157)
(125, 160)
(125, 163)
(125, 166)
(125, 169)
(125, 172)
(125, 175)
(125, 178)
(125, 181)
(128, 143)
(128, 148)
(128, 151)
(128, 154)
(128, 157)
(128, 160)
(128, 163)
(128, 166)
(128, 169)
(128, 172)
(128, 175)
(128, 178)
(128, 181)
(131, 148)
(131, 151)
(131, 154)
(131, 157)
(131, 160)
(131, 163)
(131, 166)
(131, 169)
(131, 172)
(131, 175)
(131, 178)
(131, 181)
(131, 184)
(131, 187)
(134, 148)
(134, 151)
(134, 154)
(134, 157)
(134, 160)
(134, 163)
(134, 166)
(134, 169)
(134, 172)
(134, 175)
(134, 178)
(134, 181)
(134, 184)
(134, 187)
(137, 154)
(137, 157)
(137, 160)
(137, 163)
(137, 166)
(137, 169)
(137, 172)
(137, 175)
(137, 178)
(137, 181)
(137, 184)
(137, 187)
(137, 190)
(137, 193)
(140, 154)
(140, 157)
(140, 160)
(140, 163)
(140, 166)
(140, 169)
(140, 172)
(140, 175)
(140, 178)
(140, 181)
(140, 184)
(140, 187)
(140, 190)
(140, 193)
(143, 160)
(143, 163)
(143, 166)
(143, 169)
(143, 172)
(143, 175)
(143, 178)
(143, 181)
(143, 184)
(143, 187)
(143, 190)
(143, 193)
(143, 196)
(143, 199)
(148, 166)
(148, 169)
(148, 172)
(148, 175)
(148, 178)
(148, 181)
(148, 184)
(148, 187)
(148, 190)
(148, 193)
(148, 196)
(148, 199)
(148, 202)
(148, 205)
(151, 166)
(151, 169)
(151, 172)
(151, 175)
(151, 178)
(151, 181)
(151, 184)
(151, 187)
(151, 190)
(151, 193)
(151, 196)
(151, 199)
(151, 202)
(151, 205)
(154, 172)
(154, 175)
(154, 178)
(154, 181)
(154, 184)
(154, 187)
(154, 190)
(154, 193)
(154, 196)
(154, 199)
(154, 202)
(154, 205)
(154, 208)
(154, 211)
(157, 172)
(157, 175)
(157, 178)
(157, 181)
(157, 184)
(157, 187)
(157, 190)
(157, 193)
(157, 196)
(157, 199)
(157, 202)
(157, 205)
(157, 208)
(157, 211)
(160, 178)
(160, 181)
(160, 184)
(160, 187)
(160, 190)
(160, 193)
(160, 196)
(160, 199)
(160, 202)
(160, 205)
(160, 208)
(160, 211)
(160, 214)
(163, 178)
(163, 181)
(163, 184)
(163, 187)
(163, 190)
(163, 193)
(163, 196)
(163, 199)
(163, 202)
(163, 205)
(163, 208)
(163, 211)
(163, 214)
(166, 184)
(166, 187)
(166, 190)
(166, 193)
(166, 196)
(166, 199)
(166, 202)
(166, 205)
(166, 208)
(166, 211)
(166, 214)
(166, 219)
(166, 222)
(169, 184)
(169, 187)
(169, 190)
(169, 193)
(169, 196)
(169, 199)
(169, 202)
(169, 205)
(169, 208)
(169, 211)
(169, 214)
(169, 219)
(169, 222)
(172, 190)
(172, 193)
(172, 196)
(172, 199)
(172, 202)
(172, 205)
(172, 208)
(172, 211)
(172, 214)
(172, 219)
(172, 222)
(172, 225)
(172, 228)
(175, 190)
(175, 193)
(175, 196)
(175, 199)
(175, 202)
(175, 205)
(175, 208)
(175, 211)
(175, 214)
(175, 219)
(175, 222)
(175, 225)
(175, 228)
(178, 196)
(178, 199)
(178, 202)
(178, 205)
(178, 208)
(178, 211)
(178, 214)
(178, 219)
(178, 222)
(178, 225)
(178, 228)
(181, 196)
(181, 199)
(181, 202)
(181, 205)
(181, 208)
(181, 211)
(181, 214)
(181, 219)
(181, 222)
(181, 225)
(181, 228)
(184, 202)
(184, 205)
(184, 208)
(184, 211)
(184, 214)
(184, 219)
(184, 222)
(184, 225)
(184, 228)
(184, 231)
(184, 234)
(184, 237)
(184, 240)
(187, 202)
(187, 205)
(187, 208)
(187, 211)
(187, 214)
(187, 219)
(187, 222)
(187, 225)
(187, 228)
(187, 231)
(187, 234)
(187, 237)
(187, 240)
(190, 208)
(190, 211)
(190, 214)
(190, 219)
(190, 222)
(190, 225)
(190, 228)
(190, 231)
(190, 234)
(190, 237)
(190, 240)
(190, 242)
(190, 245)
(193, 208)
(193, 211)
(193, 214)
(193, 219)
(193, 222)
(193, 225)
(193, 228)
(193, 231)
(193, 234)
(193, 237)
(193, 240)
(193, 242)
(193, 245)
(196, 214)
(196, 219)
(196, 222)
(196, 225)
(196, 228)
(196, 231)
(196, 234)
(196, 237)
(196, 240)
(196, 242)
(196, 245)
(196, 248)
(196, 251)
(199, 214)
(199, 219)
(199, 222)
(199, 225)
(199, 228)
(199, 231)
(199, 234)
(199, 237)
(199, 240)
(199, 242)
(199, 245)
(199, 248)
(199, 251)
(202, 219)
(202, 222)
(202, 225)
(202, 228)
(202, 231)
(202, 234)
(202, 237)
(202, 240)
(202, 242)
(202, 245)
(202, 248)
(202, 251)
(202, 254)
(202, 257)
(205, 219)
(205, 222)
(205, 225)
(205, 228)
(205, 231)
(205, 234)
(205, 237)
(205, 240)
(205, 242)
(205, 245)
(205, 248)
(205, 251)
(205, 254)
(205, 257)
(208, 225)
(208, 228)
(208, 231)
(208, 234)
(208, 237)
(208, 240)
(208, 242)
(208, 245)
(208, 248)
(208, 251)
(208, 254)
(208, 257)
(208, 260)
(208, 263)
(211, 225)
(211, 228)
(211, 231)
(211, 234)
(211, 237)
(211, 240)
(211, 242)
(211, 245)
(211, 248)
(211, 251)
(211, 254)
(211, 257)
(211, 260)
(211, 263)
(214, 231)
(214, 234)
(214, 237)
(214, 240)
(214, 242)
(214, 245)
(214, 248)
(214, 251)
(214, 254)
(214, 257)
(214, 260)
(214, 263)
(214, 265)
(214, 268)
(219, 237)
(219, 240)
(219, 242)
(219, 245)
(219, 248)
(219, 251)
(219, 254)
(219, 257)
(219, 260)
(219, 263)
(219, 265)
(219, 268)
(219, 271)
(219, 274)
(222, 237)
(222, 240)
(222, 242)
(222, 245)
(222, 248)
(222, 251)
(222, 254)
(222, 257)
(222, 260)
(222, 263)
(222, 265)
(222, 268)
(222, 271)
(222, 274)
(225, 242)
(225, 245)
(225, 248)
(225, 251)
(225, 254)
(225, 257)
(225, 260)
(225, 263)
(225, 265)
(225, 268)
(225, 271)
(225, 274)
(225, 277)
(225, 280)
(228, 242)
(228, 245)
(228, 248)
(228, 251)
(228, 254)
(228, 257)
(228, 260)
(228, 263)
(228, 265)
(228, 268)
(228, 271)
(228, 274)
(228, 277)
(228, 280)
(231, 248)
(231, 251)
(231, 254)
(231, 257)
(231, 260)
(231, 263)
(231, 265)
(231, 268)
(231, 271)
(231, 274)
(231, 277)
(231, 280)
(231, 283)
(231, 286)
(234, 248)
(234, 251)
(234, 254)
(234, 257)
(234, 260)
(234, 263)
(234, 265)
(234, 268)
(234, 271)
(234, 274)
(234, 277)
(234, 280)
(234, 283)
(234, 286)
(237, 254)
(237, 257)
(237, 260)
(237, 263)
(237, 265)
(237, 268)
(237, 271)
(237, 274)
(237, 277)
(237, 280)
(237, 283)
(237, 286)
(237, 289)
(237, 292)
(240, 254)
(240, 257)
(240, 260)
(240, 263)
(240, 265)
(240, 268)
(240, 271)
(240, 274)
(240, 277)
(240, 280)
(240, 283)
(240, 286)
(240, 289)
(240, 292)
(242, 260)
(242, 263)
(242, 265)
(242, 268)
(242, 271)
(242, 274)
(242, 277)
(242, 280)
(242, 283)
(242, 286)
(242, 289)
(242, 292)
(242, 295)
(242, 298)
(245, 260)
(245, 263)
(245, 265)
(245, 268)
(245, 271)
(245, 274)
(245, 277)
(245, 280)
(245, 283)
(245, 286)
(245, 289)
(245, 292)
(245, 295)
(245, 298)
(248, 265)
(248, 268)
(248, 271)
(248, 274)
(248, 277)
(248, 280)
(248, 283)
(248, 286)
(248, 289)
(248, 292)
(248, 295)
(248, 298)
(248, 301)
(248, 304)
(251, 265)
(251, 268)
(251, 271)
(251, 274)
(251, 277)
(251, 280)
(251, 283)
(251, 286)
(251, 289)
(251, 292)
(251, 295)
(251, 298)
(251, 301)
(251, 304)
(254, 271)
(254, 274)
(254, 277)
(254, 280)
(254, 283)
(254, 286)
(254, 289)
(254, 292)
(254, 295)
(254, 298)
(254, 301)
(254, 304)
(254, 307)
(257, 271)
(257, 274)
(257, 277)
(257, 280)
(257, 283)
(257, 286)
(257, 289)
(257, 292)
(257, 295)
(257, 298)
(257, 301)
(257, 304)
(257, 307)
(260, 277)
(260, 280)
(260, 283)
(260, 286)
(260, 289)
(260, 292)
(260, 295)
(260, 298)
(260, 301)
(260, 304)
(260, 307)
(260, 312)
(260, 315)
(263, 277)
(263, 280)
(263, 283)
(263, 286)
(263, 289)
(263, 292)
(263, 295)
(263, 298)
(263, 301)
(263, 304)
(263, 307)
(263, 312)
(263, 315)
(265, 283)
(265, 286)
(265, 289)
(265, 292)
(265, 295)
(265, 298)
(265, 301)
(265, 304)
(265, 307)
(265, 312)
(265, 315)
(265, 318)
(265, 321)
(268, 283)
(268, 286)
(268, 289)
(268, 292)
(268, 295)
(268, 298)
(268, 301)
(268, 304)
(268, 307)
(268, 312)
(268, 315)
(268, 318)
(268, 321)
(271, 289)
(271, 292)
(271, 295)
(271, 298)
(271, 301)
(271, 304)
(271, 307)
(271, 312)
(271, 315)
(271, 318)
(271, 321)
(271, 324)
(271, 327)
(274, 289)
(274, 292)
(274, 295)
(274, 298)
(274, 301)
(274, 304)
(274, 307)
(274, 312)
(274, 315)
(274, 318)
(274, 321)
(274, 324)
(274, 327)
(277, 295)
(277, 298)
(277, 301)
(277, 304)
(277, 307)
(277, 312)
(277, 315)
(277, 318)
(277, 321)
(277, 324)
(277, 327)
(277, 330)
(277, 333)
(280, 295)
(280, 298)
(280, 301)
(280, 304)
(280, 307)
(280, 312)
(280, 315)
(280, 318)
(280, 321)
(280, 324)
(280, 327)
(280, 330)
(280, 333)
(283, 301)
(283, 304)
(283, 307)
(283, 312)
(283, 315)
(283, 318)
(283, 321)
(283, 324)
(283, 327)
(283, 330)
(283, 333)
(283, 336)
(283, 339)
(286, 301)
(286, 304)
(286, 307)
(286, 312)
(286, 315)
(286, 318)
(286, 321)
(286, 324)
(286, 327)
(286, 330)
(286, 333)
(286, 336)
(286, 339)
(289, 307)
(289, 312)
(289, 315)
(289, 318)
(289, 321)
(289, 324)
(289, 327)
(289, 330)
(289, 333)
(289, 336)
(289, 339)
(289, 342)
(289, 345)
(292, 307)
(292, 312)
(292, 315)
(292, 318)
(292, 321)
(292, 324)
(292, 327)
(292, 330)
(292, 333)
(292, 336)
(292, 339)
(292, 342)
(292, 345)
(295, 312)
(295, 315)
(295, 318)
(295, 321)
(295, 324)
(295, 327)
(295, 330)
(295, 333)
(295, 336)
(295, 339)
(295, 342)
(295, 345)
(295, 348)
(295, 351)
(298, 312)
(298, 315)
(298, 318)
(298, 321)
(298, 324)
(298, 327)
(298, 330)
(298, 333)
(298, 336)
(298, 339)
(298, 342)
(298, 345)
(298, 348)
(298, 351)
(301, 318)
(301, 321)
(301, 324)
(301, 327)
(301, 330)
(301, 333)
(301, 336)
(301, 339)
(301, 342)
(301, 345)
(301, 348)
(301, 351)
(304, 318)
(304, 321)
(304, 324)
(304, 327)
(304, 330)
(304, 333)
(304, 336)
(304, 339)
(304, 342)
(304, 345)
(304, 348)
(304, 351)
(307, 324)
(307, 327)
(307, 330)
(307, 333)
(307, 336)
(307, 339)
(307, 342)
(307, 345)
(307, 348)
(307, 351)
(307, 354)
(307, 357)
(307, 360)
(312, 330)
(312, 333)
(312, 336)
(312, 339)
(312, 342)
(312, 345)
(312, 348)
(312, 351)
(312, 354)
(312, 357)
(312, 360)
(312, 365)
(312, 367)
(315, 330)
(315, 333)
(315, 336)
(315, 339)
(315, 342)
(315, 345)
(315, 348)
(315, 351)
(315, 354)
(315, 357)
(315, 360)
(315, 365)
(315, 367)
(318, 336)
(318, 339)
(318, 342)
(318, 345)
(318, 348)
(318, 351)
(318, 354)
(318, 357)
(318, 360)
(318, 365)
(318, 367)
(321, 336)
(321, 339)
(321, 342)
(321, 345)
(321, 348)
(321, 351)
(321, 354)
(321, 357)
(321, 360)
(321, 365)
(321, 367)
(324, 342)
(324, 345)
(324, 348)
(324, 351)
(324, 354)
(324, 357)
(324, 360)
(324, 365)
(324, 367)
(327, 342)
(327, 345)
(327, 348)
(327, 351)
(327, 354)
(327, 357)
(327, 360)
(327, 365)
(327, 367)
(330, 348)
(330, 351)
(330, 354)
(330, 357)
(330, 360)
(330, 365)
(330, 367)
(333, 348)
(333, 351)
(333, 354)
(333, 357)
(333, 360)
(333, 365)
(333, 367)
(336, 354)
(336, 357)
(336, 360)
(336, 365)
(336, 367)
(339, 354)
(339, 357)
(339, 360)
(339, 365)
(339, 367)
(342, 360)
(342, 365)
(342, 367)
(345, 360)
(345, 365)
(345, 367)
(348, 365)
(348, 367)
(351, 365)
(351, 367)
